Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,High income,HIC,20.4365200009751,20.6456973681308,20.8637192650497,21.0861246275289,21.2966282618439,21.4952530094852,21.7231434101585,21.929073686924,22.145008006429,22.4254844353465,22.8039303945058,23.2511201733171,23.7850910885856,24.3817149819396,25.0003888387863,25.6202155567754,26.2227147275846,26.8166563208428,27.4110380217729,28.0221734660068,28.6714845381047
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,IBRD only,IBD,9.42271256663849,9.53145886030837,9.63249822429483,9.71996786345531,9.78257375906568,9.8188261134772,9.88662060689654,9.93521405002998,9.980712870246,10.041060285199,10.1261412188387,10.2733519704693,10.4321078341663,10.6192412827743,10.8572438917466,11.1590761283473,11.5557535542526,12.0062540012112,12.4867739465111,12.9622072263331,13.4139816720096
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,IDA & IBRD total,IBT,8.81910744733429,8.90525404437612,8.98233398095242,9.04609722546982,9.08751103240818,9.1056098740578,9.1581530940308,9.19213202323387,9.22079545782573,9.25863862758334,9.31351282712964,9.42430228896514,9.54098195038039,9.67710338566982,9.85050237490561,10.0713208139985,10.3713900624139,10.7087305306964,11.0649943980153,11.414228471278,11.7435870586897
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,IDA blend,IDB,6.27813866586514,6.27873161478393,6.26303951009512,6.23435784063819,6.19579811397923,6.14994581828507,6.15116405531667,6.14030408271566,6.11807636321516,6.08409514778448,6.04047157553973,6.03592716512444,6.01835051945072,5.9929716458283,5.96425795105123,5.93594609772367,5.95407600275258,5.96613006202736,5.97753608740339,5.99466111778767,6.0216673599795
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,IDA only,IDX,6.0896723137693,6.10989269628771,6.11461548817009,6.10827541773909,6.09508396957695,6.07768958603338,6.10807489036888,6.12856356433142,6.13971783164916,6.14135327910503,6.1344191081559,6.15946868815205,6.17305042571867,6.17827026039819,6.17808558807679,6.17530733396455,6.20043426663525,6.21995851793857,6.23826948082689,6.26032012215616,6.28983253314129
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,IDA total,IDA,6.15282104500254,6.16647905870956,6.1643683066782,6.15054721655933,6.12886079862364,6.1019331531806,6.12254271290283,6.13250921573857,6.13243709176109,6.12206884336687,6.10272608131712,6.1177561711189,6.12080284272979,6.11567392576135,6.10584462137577,6.09444926600877,6.11727622509751,6.13435549367525,6.15042354769912,6.17090402649302,6.19966523412219
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Late-demographic dividend,LTE,10.6801608546279,10.8206506405784,10.9495659404689,11.0611777902469,11.1438506701313,11.1967073848363,11.2701554823729,11.323184965365,11.380114670319,11.4682278104033,11.6025272160318,11.8210288105438,12.0667343661218,12.3614790839482,12.7357811404983,13.2067682496426,13.8144757949196,14.5120437856792,15.2617836978895,16.0056716912225,16.7088338859679
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Latin America & Caribbean,LCN,9.1331966919821,9.2534373147386,9.37744086440037,9.50503195371623,9.63409885346452,9.76478706431538,9.9004674473328,10.0348603028987,10.1736504286207,10.3239711313306,10.4909994071309,10.6794708312561,10.8794921476364,11.098516388886,11.3447996487704,11.6241600514019,11.9242626490861,12.250470061262,12.5988322680146,12.9687304480646,13.3560654480562
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Latin America & Caribbean (excluding high income),LAC,8.97294843470261,9.09364975318659,9.21968257238019,9.35006439537589,9.48153322140818,9.61353303605888,9.74918827503617,9.88294728009062,10.0205420936933,10.1692871175992,10.3341427830465,10.5180630223114,10.7128718492678,10.9260230504366,11.1663620572339,11.4395075689938,11.7234917942018,12.0333219839291,12.3659343245987,12.7157212430863,13.0812571664142
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Latin America & the Caribbean (IDA & IBRD countries),TLA,8.93165864974711,9.05218354794529,9.1761567245188,9.30328840807909,9.43126484539385,9.5600919186269,9.69140737758149,9.82126705904443,9.95554911105363,10.1015989717161,10.2644336145267,10.4477344583331,10.6427191606288,10.8567004644164,11.0982460036461,11.3728899118815,11.6668869401543,11.986775896108,12.3299882186385,12.6921090119141,13.0723425560864
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Least developed countries: UN classification,LDC,6.06760433298539,6.0887302397299,6.09353753365352,6.08729471754558,6.07522994255967,6.06030986889044,6.09779071512788,6.12562306465732,6.14367942673451,6.15114500450218,6.1486398346465,6.17390612748076,6.1868680717118,6.190006767982,6.18543185286759,6.17566188241091,6.19254943091103,6.20171688973471,6.20814333115595,6.21741721071818,6.23356495819316
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Low & middle income,LMY,8.73189237522713,8.81909047766923,8.89715082387149,8.96233555803809,9.00558688801323,9.0259073005039,9.0810860065791,9.11804503045988,9.14938605427663,9.1888307550615,9.24405787450967,9.35386702080443,9.46838959234447,9.60132684940739,9.77070232941946,9.98683510220553,10.2808406995769,10.6115334693397,10.9608906566251,11.3034927130357,11.6268214406004
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Low income,LIC,6.03365091063766,6.03990890728037,6.02902361565771,6.00656604585174,5.97845482695917,5.94833856685542,5.97567554221166,5.99248590865034,5.99937184266894,5.99686118828197,5.9865675202613,6.01063698536186,6.02356095326371,6.02500433451502,6.01359440950812,5.99056472268038,5.98770821329525,5.97095780798531,5.95008727971677,5.93676384304788,5.93737732627813
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Lower middle income,LMC,7.38036533948345,7.44901936791254,7.50793796542433,7.55366270049499,7.58060765206863,7.58842003903742,7.63997834663425,7.67481992587517,7.69847497851397,7.71699346436652,7.73502521837665,7.79968584140951,7.85968098725873,7.92454627244576,8.00509865173284,8.10926431709431,8.26813090395285,8.44061702415534,8.62406664937949,8.81423582480563,9.00999122095354
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Middle East & North Africa,MEA,7.36729200238337,7.34880388589133,7.32212355703077,7.2882503050081,7.24599538830504,7.19696151067747,7.1588040804463,7.11576681286046,7.08014803646402,7.06623825459977,7.07935690771094,7.11181772648452,7.16177460514758,7.23341578517553,7.33270302799595,7.46348310069515,7.61449014102644,7.78822547845334,7.98090898812077,8.18671172422036,8.40247001356488
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Middle East & North Africa (excluding high income),MNA,7.48436131710465,7.48042037516747,7.46722031443966,7.44703641756625,7.42038154369792,7.38982695332763,7.38640360459276,7.3798595595465,7.37999761235371,7.397520182803,7.43850781967092,7.49837508396999,7.57136932838285,7.66229306304357,7.7783931103325,7.92483734895064,8.08280125938165,8.26355659851645,8.46330893818789,8.67651885001238,8.90037586671128
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Middle East & North Africa (IDA & IBRD countries),TMN,7.51060900143526,7.50600510834669,7.49209527939639,7.47123444451659,7.4440185960923,7.41305938351231,7.40950553258325,7.40295658637351,7.40327759313018,7.42108531071858,7.46247577330201,7.52272817468664,7.59620152874586,7.68779594286297,7.80490781418782,7.95279408551155,8.11235771576609,8.29493124304183,8.49689774604607,8.71247355282236,8.93879433910468
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Middle income,MIC,8.9179353279282,9.01257723107861,9.09877398060022,9.17219536177901,9.22290059185358,9.24962267100211,9.30960461745135,9.35125032015478,9.3879572755462,9.43435724934119,9.49861137975669,9.61921439968515,9.74618592350364,9.89451962625967,10.0841478060554,10.3265125838816,10.6527323928077,11.0216495313924,11.4131955547281,11.7986684304326,12.1636132958861
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,North America,NAC,18.668175612895,18.6018962254193,18.54121948075,18.4959512417827,18.4736104475225,18.4820954876592,18.5953864978053,18.7304398794788,18.9128245723248,19.1737206197169,19.5299425688063,19.9652536625869,20.4736373448793,21.0435969712545,21.6540654051804,22.293606315283,22.9550533577051,23.6234087554907,24.3080442621641,25.022345308629,25.775474795374
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,OECD members,OED,19.2155274734946,19.4094743713879,19.6095524921037,19.814851084906,20.0176770593489,20.2187526110099,20.4543201156493,20.6777840240919,20.914444956827,21.2046040728061,21.5759202268483,21.9938582094161,22.4870788257284,23.0327218601443,23.5963400693131,24.159967287155,24.6932406585351,25.2134313701352,25.7316967332165,26.2647299561309,26.8331271476179
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Other small states,OSS,8.80904830608503,8.82882030675009,8.84001761570139,8.83600090367204,8.80371528891741,8.73763367175806,8.62731883922094,8.4923843262757,8.35508945694657,8.23700695369822,8.15154186856304,8.13494931251525,8.13910939608813,8.1630384510122,8.20133096142881,8.24982069675161,8.32450862085478,8.40757859596422,8.50758552946637,8.62367589825194,8.75197788785186
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Pacific island small states,PSS,6.01747227549634,6.09974068395621,6.17588110523688,6.25261624390486,6.33698969467216,6.43223460457863,6.54505754446618,6.66335269916145,6.78469286122855,6.90237518513097,7.00835506953259,7.06745377668114,7.10015699774907,7.11543109776768,7.11827001407095,7.10761898061838,7.24459497747787,7.37637328372942,7.50887728111191,7.65117042411678,7.80509215033761
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Post-demographic dividend,PST,21.3034885453825,21.5622034279698,21.8411507856258,22.129643925038,22.400449701068,22.6488281936718,22.9416698392306,23.2057888111595,23.4752238140073,23.8103908141755,24.2450390214941,24.7472741864669,25.3327800359177,25.9773025008288,26.6382017599348,27.2945290076198,27.932546496243,28.5595606371538,29.1833042544121,29.8202876027599,30.491308819493
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Pre-demographic dividend,PRE,5.4721675689069,5.45811484344687,5.42683886746448,5.38217852342031,5.32792923582789,5.26697246843597,5.27234996114118,5.2651787833824,5.24665033370115,5.21738996403462,5.17897783320471,5.18276234179851,5.17375825208023,5.15586170549184,5.13314114980007,5.10859841854606,5.12829903589516,5.14098587759028,5.14785417286145,5.1494268618256,5.14710086858843
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Small states,SST,9.13548092876854,9.15682142761456,9.1733254103029,9.17982356278766,9.16546653077174,9.12594810735288,9.05953541590858,8.97277194753105,8.88402382964946,8.81293390056867,8.77282529916177,8.77930061429671,8.80477474417677,8.84830188184715,8.90458354336404,8.9694779945242,9.0692859682523,9.17593579527684,9.29848223473242,9.43963990465058,9.59823329044739
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,South Asia,SAS,7.12483862480447,7.22039178215617,7.30560869209217,7.38034659002029,7.44368003186877,7.4969863030567,7.58392469905888,7.65904739870887,7.72468181323273,7.78208263676584,7.83404243428628,7.92982820201568,8.01503844853018,8.10155231081766,8.20304615912055,8.32732743959159,8.50140886012893,8.68825588041636,8.88389576262428,9.08177990438537,9.27996515236403
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,South Asia (IDA & IBRD),TSA,7.12483862480447,7.22039178215617,7.30560869209217,7.38034659002029,7.44368003186877,7.4969863030567,7.58392469905888,7.65904739870887,7.72468181323273,7.78208263676584,7.83404243428628,7.92982820201568,8.01503844853018,8.10155231081766,8.20304615912056,8.32732743959159,8.50140886012893,8.68825588041636,8.88389576262428,9.08177990438537,9.27996515236403
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Sub-Saharan Africa,SSF,5.70629714134019,5.69720590801611,5.66812332414623,5.62443561424066,5.57166824760546,5.51335523911495,5.52056836558212,5.51630245329438,5.5018202978776,5.47786414294033,5.44614008073052,5.46072797348323,5.46449023954946,5.46020987342073,5.45050303933897,5.43770406925328,5.46084564605379,5.47560151013881,5.48469010750251,5.49065024390659,5.49571955678351
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Sub-Saharan Africa (excluding high income),SSA,5.70537520020669,5.69633681149673,5.66728437988918,5.62366258121259,5.57095270922951,5.5126912279094,5.51990943238053,5.51564545523279,5.50114191264482,5.47716808687904,5.44540744768367,5.46004493660022,5.46383770912056,5.459583414756,5.44989586402363,5.43710220009449,5.46024215244431,5.47498825219382,5.48406026108458,5.48999788444628,5.49503842259053
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Sub-Saharan Africa (IDA & IBRD countries),TSS,5.70629714134019,5.69720590801611,5.66812332414623,5.62443561424066,5.57166824760546,5.51335523911495,5.52056836558212,5.51630245329438,5.5018202978776,5.47786414294033,5.44614008073052,5.46072797348323,5.46449023954946,5.46020987342073,5.45050303933897,5.43770406925328,5.46084564605379,5.47560151013881,5.48469010750251,5.49065024390659,5.49571955678351
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Upper middle income,UMC,10.4620014435322,10.5962999822477,10.7197921852725,10.8288444431692,10.91284317474,10.9714320327759,11.0539953806114,11.1196919590618,11.1894461736088,11.2861888485674,11.4223709714079,11.6269875105142,11.8521052399013,12.1200189433433,12.4621095945422,12.8957762947834,13.4531054265996,14.0942951598881,14.7818077672705,15.4568445087165,16.0861066789596
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,World,WLD,10.9168487470725,11.006774238422,11.0881045747096,11.1576998733797,11.2086102394134,11.2407599298954,11.308529652171,11.3599100229792,11.4100652302042,11.4754719843838,11.5674779328529,11.711448880582,11.8748044137314,12.0623541755204,12.2832106557641,12.542496429436,12.8656358407284,13.2163498018474,13.5823306695138,13.9437716794928,14.2929800381174
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Afghanistan,AFG,11.718,11.387,11.048,10.704,10.356,10.003,9.645,9.287,8.932,8.584,8.25,7.936,7.645,7.38,7.141,6.929,6.742,6.575,6.423,6.285,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Albania,ALB,5.914,5.879,5.891,5.952,6.061,6.206,6.365,6.518,6.65,6.756,6.841,6.915,6.996,7.096,7.219,7.367,7.534,7.714,7.898,8.082,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Algeria,DZA,4.961,4.882,4.814,4.757,4.71,4.674,4.651,4.639,4.637,4.643,4.656,4.67,4.685,4.699,4.709,4.715,4.717,4.717,4.716,4.716,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,American Samoa,ASM,..,..,..,..,..,..,4,..,..,..,..,..,..,..,4.2,..,..,5.1,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Andorra,AND,..,..,..,..,3.8,3.6,3.3,2.8,2.8,3.2,2.8,..,3.9,..,..,..,4.3,..,4.4,3.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Angola,AGO,18.036,17.597,17.09,16.522,15.903,15.24,14.539,13.815,13.085,12.367,11.68,11.039,10.451,9.921,9.454,9.052,8.716,8.432,8.19,7.981,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Antigua and Barbuda,ATG,6.216,6.124,6.051,5.999,5.967,5.955,5.96,5.976,5.999,6.026,6.055,6.085,6.116,6.151,6.188,6.227,6.27,6.316,6.366,6.422,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Argentina,ARG,7.845,7.83,7.815,7.802,7.788,7.775,7.762,7.749,7.735,7.722,7.708,7.694,7.68,7.665,7.651,7.638,7.626,7.616,7.609,7.604,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Armenia,ARM,8.575,8.612,8.697,8.824,8.986,9.168,9.346,9.502,9.621,9.699,9.739,9.753,9.761,9.774,9.796,9.823,9.849,9.862,9.857,9.835,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Aruba,ABW,6.971,7.022,7.084,7.154,7.233,7.32,7.418,7.527,7.648,7.78,7.918,8.061,8.205,8.347,8.488,8.627,8.765,8.907,9.053,9.205,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Australia,AUS,6.7,6.6,6.8,6.6,6.5,6.4,6.4,6.7,6.7,6.5,6.5,6.6,6.6,6.4,6.6,6.6,6.6,6.5,6.3,6.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Austria,AUT,9.6,9.3,9.4,9.5,9.1,9.1,9,9,9,9.3,9.2,9.1,9.4,9.4,9.2,9.6,9.2,9.5,9.5,9.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Azerbaijan,AZE,5.8,5.6,5.7,6,6,6.2,6.2,6.3,6,5.9,5.9,5.9,5.9,5.8,5.8,5.7,5.8,5.8,5.8,5.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Bahamas, The",BHS,5.831,5.909,5.989,6.071,6.153,6.233,6.31,6.383,6.451,6.513,6.566,6.606,6.634,6.651,6.661,6.671,6.689,6.72,6.771,6.841,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bahrain,BHR,2.835,2.763,2.688,2.615,2.545,2.483,2.43,2.388,2.357,2.337,2.327,2.324,2.326,2.331,2.337,2.346,2.355,2.368,2.385,2.408,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bangladesh,BGD,6.883,6.717,6.574,6.444,6.322,6.205,6.092,5.987,5.892,5.807,5.734,5.673,5.625,5.589,5.565,5.549,5.539,5.533,5.529,5.526,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Barbados,BRB,7.553,7.609,7.677,7.753,7.835,7.921,8.009,8.099,8.19,8.279,8.368,8.454,8.54,8.625,8.708,8.789,8.865,8.936,9.004,9.068,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belarus,BLR,13.5,14.1,14.8,14.5,14.3,14.5,14.2,13.7,13.8,14.1,14.5,14.3,13.4,13.2,12.8,12.6,12.6,12.6,12.7,12.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belgium,BEL,10.2,10.1,10.2,10.3,9.7,9.9,9.6,9.5,9.8,9.6,9.7,9.4,9.8,9.8,9.3,9.8,9.5,9.6,9.7,9.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belize,BLZ,5.826,5.66,5.476,5.293,5.123,4.976,4.856,4.76,4.685,4.631,4.597,4.582,4.58,4.588,4.603,4.624,4.65,4.681,4.716,4.756,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Benin,BEN,12.69,12.451,12.18,11.891,11.592,11.293,11.006,10.739,10.497,10.282,10.094,9.928,9.775,9.628,9.481,9.332,9.18,9.025,8.871,8.718,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bermuda,BMU,8,7.2,6.7,7.2,6.8,7.1,7.1,7,6.8,7.2,7.3,6.6,6.5,6.8,7.6,7.4,8,7.8,8.3,8.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bhutan,BTN,8.838,8.433,8.052,7.705,7.398,7.135,6.918,6.743,6.603,6.495,6.414,6.356,6.316,6.288,6.27,6.257,6.248,6.243,6.245,6.251,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bolivia,BOL,9.409,9.159,8.925,8.706,8.5,8.306,8.12,7.941,7.769,7.604,7.448,7.304,7.175,7.062,6.966,6.89,6.834,6.795,6.772,6.762,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bosnia and Herzegovina,BIH,8.289,8.341,8.437,8.565,8.722,8.899,9.086,9.271,9.446,9.606,9.747,9.87,9.981,10.088,10.194,10.305,10.427,10.563,10.712,10.877,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Botswana,BWA,13.535,13.83,13.951,13.872,13.588,13.103,12.44,11.658,10.817,9.965,9.146,8.391,7.713,7.122,6.634,6.259,6,5.834,5.742,5.708,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,6.189,6.149,6.114,6.083,6.057,6.037,6.022,6.016,6.017,6.027,6.045,6.071,6.106,6.147,6.195,6.25,6.311,6.378,6.452,6.531,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brunei Darussalam,BRN,3.513,3.452,3.418,3.414,3.44,3.492,3.56,3.634,3.706,3.772,3.831,3.887,3.944,4.009,4.081,4.162,4.251,4.345,4.445,4.548,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bulgaria,BGR,14.1,14,14.4,14.4,14.3,14.8,14.9,15,14.8,14.5,14.9,14.7,15,14.4,15.1,15.3,15.1,15.5,15.4,15.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burkina Faso,BFA,15.539,15.197,14.801,14.354,13.863,13.336,12.785,12.225,11.672,11.141,10.645,10.195,9.789,9.426,9.105,8.823,8.571,8.341,8.124,7.914,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burundi,BDI,15.005,14.407,13.814,13.248,12.722,12.239,11.791,11.36,10.936,10.519,10.113,9.728,9.373,9.052,8.767,8.517,8.3,8.106,7.929,7.766,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cabo Verde,CPV,6.253,6.087,5.965,5.888,5.855,5.86,5.89,5.932,5.97,5.997,6.005,5.991,5.961,5.918,5.866,5.807,5.744,5.682,5.625,5.576,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cambodia,KHM,9.426,8.983,8.553,8.153,7.792,7.479,7.214,6.991,6.802,6.644,6.512,6.401,6.308,6.228,6.159,6.099,6.051,6.017,5.997,5.992,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cameroon,CMR,14.499,14.269,14,13.71,13.409,13.104,12.801,12.496,12.191,11.887,11.583,11.277,10.968,10.657,10.347,10.046,9.762,9.501,9.266,9.059,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.1,7.1,7.1,7.1,7.1,7.1,7,7.1,7.2,7.1,7,7.1,7.1,7.2,7.3,7.4,7.4,7.5,7.7,7.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cayman Islands,CYM,3.4,3.2,2.8,3.5,4.6,3.8,3.4,3,3,3.1,3,3.2,3.3,3.2,2.9,2.9,3.1,3.4,3.3,3.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central African Republic,CAF,19.212,19.237,19.173,19.026,18.799,18.5,18.137,17.727,17.283,16.816,16.329,15.817,15.28,14.725,14.164,13.621,13.119,12.671,12.289,11.974,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chad,TCD,17.732,17.574,17.391,17.177,16.928,16.636,16.295,15.909,15.489,15.047,14.598,14.161,13.752,13.38,13.053,12.77,12.527,12.309,12.104,11.907,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Channel Islands,CHI,8.945,8.835,8.735,8.636,8.534,8.431,8.331,8.24,8.162,8.098,8.046,8.002,7.963,7.925,7.89,7.858,7.833,7.817,7.814,7.824,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chile,CHL,5.335,5.345,5.362,5.384,5.411,5.442,5.476,5.511,5.549,5.588,5.631,5.677,5.728,5.785,5.848,5.917,5.993,6.076,6.163,6.254,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,6.45,6.43,6.41,6.4,6.42,6.51,6.81,6.93,7.06,7.08,7.11,7.14,7.15,7.16,7.16,7.11,7.09,7.11,7.13,7.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Colombia,COL,5.189,5.161,5.145,5.136,5.135,5.14,5.152,5.169,5.191,5.218,5.247,5.277,5.307,5.339,5.373,5.41,5.453,5.503,5.562,5.63,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Comoros,COM,9.501,9.445,9.384,9.31,9.217,9.099,8.954,8.79,8.614,8.429,8.244,8.065,7.897,7.744,7.608,7.491,7.389,7.298,7.214,7.135,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Dem. Rep.",COD,15.955,15.531,15.052,14.554,14.055,13.573,13.12,12.694,12.295,11.926,11.587,11.273,10.978,10.696,10.424,10.164,9.919,9.691,9.482,9.292,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Rep.",COG,12.891,12.674,12.355,11.951,11.48,10.966,10.435,9.912,9.42,8.974,8.582,8.241,7.937,7.659,7.406,7.18,6.987,6.828,6.705,6.612,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Costa Rica,CRI,3.959,3.993,4.035,4.083,4.138,4.197,4.26,4.325,4.39,4.456,4.521,4.587,4.654,4.722,4.791,4.862,4.933,5.005,5.078,5.152,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cote d'Ivoire,CIV,14.989,15.044,15.021,14.92,14.743,14.492,14.174,13.806,13.407,12.994,12.58,12.176,11.787,11.417,11.076,10.769,10.5,10.262,10.053,9.869,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Croatia,HRV,11.2,11.2,11.4,11.8,11.2,11.656,11.341,11.798,11.8,11.8,11.8,11.9,12.1,11.8,12,12.9,12.3,13,12.9,12.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cuba,CUB,7.165,7.182,7.204,7.228,7.256,7.291,7.34,7.406,7.491,7.597,7.721,7.862,8.015,8.175,8.338,8.502,8.665,8.827,8.988,9.146,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Curacao,CUW,..,..,..,..,..,..,8,7.9,8.6,7.9,8.4,8.5,8.2,8.1,8.8,8.8,9.3,8.9,8.8,8.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cyprus,CYP,6.847,6.828,6.811,6.798,6.791,6.787,6.783,6.779,6.772,6.763,6.756,6.753,6.758,6.772,6.799,6.838,6.89,6.952,7.022,7.099,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Czech Republic,CZE,10.6,10.5,10.6,10.9,10.5,10.6,10.2,10.2,10.1,10.3,10.2,10.2,10.3,10.4,10,10.5,10.2,10.5,10.6,10.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Denmark,DNK,10.9,10.9,10.9,10.7,10.3,10.1,10.2,10.2,9.9,9.9,9.8,9.4,9.4,9.3,9.1,9.2,9.2,9.2,9.5,9.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Djibouti,DJI,10.227,10.198,10.158,10.094,10.001,9.881,9.744,9.601,9.458,9.314,9.156,8.966,8.735,8.462,8.157,7.842,7.545,7.293,7.102,6.979,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominica,DMA,..,..,7.2,..,..,..,7.5,..,..,..,8.3,..,..,..,8.2,..,9.6,..,..,..,..
